target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,selection_rank
TIC 201307842,201307842,105,105,8.84,3.81,-58.8586,2,1,757
TIC 139284419,139284419,105,105,9.03,347.8084,-47.6215,2,2,758
TIC 92195847,92195847,105,105,8.93,334.3021,-43.6392,2,3,759
TIC 161223618,161223618,105,105,8.84,341.0388,-52.4092,2,4,760
TIC 101944811,101944811,105,105,9.06,14.1576,-45.8989,3,1,761
TIC 281499618,281499618,105,105,8.93,6.557,-58.7962,3,2,762
TIC 166806759,166806759,105,105,8.93,39.0953,-50.5593,3,3,763
TIC 100919035,100919035,105,105,9.05,32.5988,-40.3556,3,4,764
TIC 72637323,72637323,105,105,8.93,31.8947,-29.3341,4,1,765
TIC 79565919,79565919,105,105,8.84,52.844,-42.9528,4,2,766
TIC 142889317,142889317,105,105,8.82,52.0313,-35.9121,4,3,767
TIC 144496636,144496636,105,105,8.98,49.7388,-28.2745,4,4,768
TIC 220347064,220347064,105,105,8.7,307.5676,-57.6862,1,1,769
TIC 382298818,382298818,105,105,8.94,324.0745,-37.2679,1,2,770
TIC 91126170,91126170,105,105,8.79,309.7313,-42.0997,1,3,771
TIC 138996918,138996918,105,105,8.69,306.5169,-46.1582,1,4,772
TIC 206365884,206365884,105,105,8.86,357.3684,-52.3012,2,1,773
TIC 161360890,161360890,105,105,9.03,344.4597,-48.4365,2,2,774
TIC 355141264,355141264,105,105,8.93,329.4634,-47.5469,2,3,775
TIC 219315902,219315902,105,105,8.84,320.2918,-58.5323,2,4,776
TIC 389627246,389627246,105,105,9.06,359.8216,-39.5029,3,1,777
TIC 231012651,231012651,105,105,8.94,26.3328,-56.1082,3,2,778
TIC 166836920,166836920,105,105,8.93,39.8977,-50.0083,3,3,779
TIC 32421479,32421479,105,105,9.09,27.1641,-34.2366,3,4,780
TIC 257723620,257723620,105,105,8.93,37.2354,-35.6863,4,1,781
TIC 129763978,129763978,105,105,8.84,35.4275,-40.155,4,2,782
TIC 166740554,166740554,105,105,8.83,56.076,-32.645,4,3,783
TIC 92230185,92230185,105,105,8.99,48.771,-23.9376,4,4,784
TIC 201689125,201689125,105,105,8.73,300.8339,-54.5374,1,1,785
TIC 389522775,389522775,105,105,8.96,313.0695,-39.9986,1,2,786
TIC 299895935,299895935,105,105,8.79,296.5896,-37.3302,1,3,787
TIC 406228804,406228804,105,105,8.7,290.0359,-50.4098,1,4,788
TIC 220488040,220488040,105,105,8.86,343.7753,-55.679,2,1,789
TIC 165879493,165879493,105,105,9.04,1.3975,-47.5695,2,2,790
TIC 117513867,117513867,105,105,8.94,339.5947,-43.885,2,3,791
TIC 394102545,394102545,105,105,8.84,340.6298,-60.9868,2,4,792
TIC 200665800,200665800,105,105,9.08,2.8417,-49.0881,3,1,793
TIC 229116145,229116145,105,105,8.97,18.2367,-51.5351,3,2,794
TIC 142162271,142162271,105,105,8.96,36.6262,-46.4865,3,3,795
TIC 32268329,32268329,105,105,9.1,23.7972,-32.6898,3,4,796
TIC 72762957,72762957,105,105,8.95,34.929,-27.756,4,1,797
TIC 153046739,153046739,105,105,8.85,49.2753,-42.9516,4,2,798
TIC 166748556,166748556,105,105,8.84,56.4979,-31.9866,4,3,799
TIC 71409596,71409596,105,105,9.0,47.0793,-19.6802,4,4,800
TIC 381854887,381854887,105,105,8.74,321.9326,-53.9132,1,1,801
TIC 92705248,92705248,105,105,9.02,316.3956,-35.7023,1,2,802
TIC 300400510,300400510,105,105,8.79,298.6145,-36.5758,1,3,803
TIC 129544247,129544247,105,105,8.71,305.2741,-45.1447,1,4,804
TIC 219334547,219334547,105,105,8.87,353.8836,-55.2559,2,1,805
TIC 425849442,425849442,105,105,9.04,351.7254,-42.808,2,2,806
TIC 121424132,121424132,105,105,8.95,342.1838,-46.7976,2,3,807
TIC 469880618,469880618,105,105,8.85,328.0279,-56.4032,2,4,808
TIC 7129726,7129726,105,105,9.09,4.2239,-43.5406,3,1,809
TIC 231005223,231005223,105,105,8.97,24.7806,-55.2493,3,2,810
TIC 158621556,158621556,105,105,8.99,22.3284,-49.0976,3,3,811
TIC 32314028,32314028,105,105,9.11,25.0317,-34.4088,3,4,812
TIC 139525426,139525426,105,105,8.95,36.2951,-24.0317,4,1,813
TIC 165192743,165192743,105,105,8.85,48.115,-38.1839,4,2,814
TIC 144652899,144652899,105,105,8.85,54.1054,-27.889,4,3,815
TIC 65480116,65480116,105,105,9.01,42.5477,-26.0406,4,4,816
TIC 387268403,387268403,105,105,8.74,312.1589,-58.9695,1,1,817
TIC 129637892,129637892,105,105,9.03,321.115,-37.8502,1,2,818
TIC 441386522,441386522,105,105,8.79,310.0476,-34.7158,1,3,819
TIC 424797611,424797611,105,105,8.72,290.9437,-50.8607,1,4,820
TIC 220501072,220501072,105,105,8.87,346.0015,-55.5946,2,1,821
TIC 224225040,224225040,105,105,9.05,353.0436,-39.97,2,2,822
TIC 144069454,144069454,105,105,8.98,337.9546,-49.1759,2,3,823
TIC 139840668,139840668,105,105,8.86,325.4104,-51.8315,2,4,824
TIC 102028904,102028904,105,105,9.09,15.5896,-42.1232,3,1,825
TIC 402028212,402028212,105,105,8.97,16.8081,-50.0452,3,2,826
TIC 166787303,166787303,105,105,9.01,38.506,-48.8093,3,3,827
TIC 32315976,32315976,105,105,9.13,25.2632,-34.5913,3,4,828
TIC 122504931,122504931,105,105,9.0,38.0323,-31.904,4,1,829
TIC 308225941,308225941,105,105,8.85,40.3736,-37.7902,4,2,830
TIC 176841549,176841549,105,105,8.85,49.1901,-32.0893,4,3,831
TIC 88483318,88483318,105,105,9.01,47.4395,-25.0837,4,4,832
TIC 101738336,101738336,105,105,8.75,303.2452,-52.9018,1,1,833
TIC 382218911,382218911,105,105,9.06,316.2284,-41.2521,1,2,834
TIC 290755643,290755643,105,105,8.85,307.6905,-38.5782,1,3,835
TIC 128711864,128711864,105,105,8.73,299.6816,-43.1036,1,4,836
TIC 389758646,389758646,105,105,8.87,1.4573,-52.82,2,1,837
TIC 144461317,144461317,105,105,9.06,0.0399,-47.7449,2,2,838
TIC 231269245,231269245,105,105,9.05,334.7666,-48.2675,2,3,839
TIC 403152066,403152066,105,105,8.86,334.1836,-55.9033,2,4,840
TIC 7153462,7153462,105,105,9.1,5.7527,-45.4865,3,1,841
TIC 234528371,234528371,105,105,8.98,16.475,-60.0608,3,2,842
TIC 77111977,77111977,105,105,9.03,34.8296,-41.396,3,3,843
TIC 42072590,42072590,105,105,9.13,24.9313,-40.4949,3,4,844
TIC 32451658,32451658,105,105,9.02,27.7164,-32.2451,4,1,845
TIC 321088236,321088236,105,105,8.85,44.6265,-41.4656,4,2,846
TIC 144540373,144540373,105,105,8.86,52.41,-28.4946,4,3,847
TIC 65346691,65346691,105,105,9.03,39.6523,-25.2521,4,4,848
TIC 219954613,219954613,105,105,8.75,305.3238,-55.7677,1,1,849
TIC 114890464,114890464,105,105,9.08,314.8148,-38.3326,1,2,850
TIC 355051872,355051872,105,105,8.86,303.6122,-37.3358,1,3,851
TIC 166205584,166205584,105,105,8.73,295.105,-52.7358,1,4,852
TIC 425884522,425884522,105,105,8.88,359.7395,-57.7831,2,1,853
TIC 321979806,321979806,105,105,9.06,0.6249,-46.4208,2,2,854
TIC 279328263,279328263,105,105,9.08,332.5409,-47.5793,2,3,855
TIC 265588613,265588613,105,105,8.87,331.1377,-58.1706,2,4,856
TIC 101992312,101992312,105,105,9.11,15.519,-47.3908,3,1,857
TIC 206534962,206534962,105,105,8.99,17.7081,-59.7688,3,2,858
TIC 166760924,166760924,105,105,9.04,37.5852,-49.4168,3,3,859
TIC 115347584,115347584,105,105,9.16,27.4727,-38.9386,3,4,860
TIC 123268357,123268357,105,105,9.02,28.7008,-33.5405,4,1,861
TIC 321043680,321043680,105,105,8.89,43.6707,-39.2774,4,2,862
TIC 89184869,89184869,105,105,8.87,57.3435,-26.2807,4,3,863
TIC 144622242,144622242,105,105,9.04,53.8812,-25.1459,4,4,864
TIC 79152524,79152524,105,105,8.76,316.3944,-50.1453,1,1,865
TIC 147335066,147335066,105,105,9.08,325.8145,-43.4458,1,2,866
TIC 211331581,211331581,105,105,8.87,300.4209,-33.6567,1,3,867
TIC 299804443,299804443,105,105,8.73,296.2714,-40.9695,1,4,868
TIC 394596952,394596952,105,105,8.89,348.7567,-63.5738,2,1,869
TIC 425862832,425862832,105,105,9.1,351.9687,-43.7038,2,2,870
TIC 144252096,144252096,105,105,9.09,328.7982,-44.6935,2,3,871
TIC 140040460,140040460,105,105,8.88,328.9019,-53.1711,2,4,872
TIC 80289178,80289178,105,105,9.15,7.7833,-42.2929,3,1,873
TIC 382523220,382523220,105,105,8.99,13.208,-48.9906,3,2,874
TIC 166809600,166809600,105,105,9.04,39.3891,-48.6601,3,3,875
TIC 183595681,183595681,105,105,9.2,18.2654,-36.5327,3,4,876
TIC 70513270,70513270,105,105,9.05,32.6053,-31.7462,4,1,877
TIC 159972561,159972561,105,105,8.91,50.0439,-37.6784,4,2,878
TIC 168697660,168697660,105,105,8.87,61.6689,-35.7643,4,3,879
TIC 209450205,209450205,105,105,9.05,45.5782,-30.4837,4,4,880
TIC 231667553,231667553,105,105,8.77,319.841,-57.5129,1,1,881
TIC 126601729,126601729,105,105,9.09,314.5782,-43.7517,1,2,882
TIC 441402428,441402428,105,105,8.88,310.5968,-33.4692,1,3,883
TIC 320595792,320595792,105,105,8.73,297.3256,-54.5852,1,4,884
TIC 161383853,161383853,105,105,8.91,345.2695,-53.4413,2,1,885
TIC 197950297,197950297,105,105,9.16,346.6028,-50.5822,2,2,886
TIC 88329702,88329702,105,105,9.11,333.8171,-44.2046,2,3,887
TIC 394558419,394558419,105,105,8.88,337.9259,-60.1576,2,4,888
TIC 120506582,120506582,105,105,9.15,2.3294,-41.8863,3,1,889
TIC 155917736,155917736,105,105,9.0,5.0788,-53.7381,3,2,890
TIC 199731304,199731304,105,105,9.04,21.4544,-47.7843,3,3,891
TIC 140510197,140510197,105,105,9.23,22.1113,-33.0152,3,4,892
TIC 123368358,123368358,105,105,9.05,31.586,-32.5012,4,1,893
TIC 175516814,175516814,105,105,8.91,45.5095,-39.5238,4,2,894
TIC 142958941,142958941,105,105,8.88,53.1132,-31.0789,4,3,895
TIC 88524347,88524347,105,105,9.06,48.1404,-26.9535,4,4,896
TIC 79302534,79302534,105,105,8.78,318.9634,-48.9987,1,1,897
TIC 389452573,389452573,105,105,9.09,312.6327,-39.9979,1,2,898
TIC 355133506,355133506,105,105,8.9,307.2093,-42.1455,1,3,899
TIC 404155944,404155944,105,105,8.75,294.2004,-51.0837,1,4,900
TIC 219334879,219334879,105,105,8.92,354.131,-54.0521,2,1,901
TIC 175288634,175288634,105,105,9.18,346.8046,-41.0527,2,2,902
TIC 144062960,144062960,105,105,9.12,337.2039,-48.9232,2,3,903
TIC 139876330,139876330,105,105,8.89,326.2523,-52.4631,2,4,904
TIC 80432574,80432574,105,105,9.17,11.6567,-42.1605,3,1,905
TIC 234518278,234518278,105,105,9.0,14.6462,-60.77,3,2,906
TIC 231068332,231068332,105,105,9.05,32.5335,-54.511,3,3,907
TIC 115414373,115414373,105,105,9.25,28.7545,-41.6669,3,4,908
TIC 33574569,33574569,105,105,9.09,27.7788,-29.7084,4,1,909
TIC 209453524,209453524,105,105,8.94,45.9856,-35.9127,4,2,910
TIC 129814851,129814851,105,105,8.89,54.8713,-39.1208,4,3,911
TIC 274000285,274000285,105,105,9.06,42.6703,-21.552,4,4,912
TIC 231638394,231638394,105,105,8.78,318.0846,-57.2147,1,1,913
TIC 126945917,126945917,105,105,9.11,318.7328,-43.3955,1,2,914
TIC 269633656,269633656,105,105,8.92,302.0955,-37.9254,1,3,915
TIC 129544887,129544887,105,105,8.78,305.17,-44.2253,1,4,916
TIC 394124951,394124951,105,105,8.92,348.4903,-61.8268,2,1,917
TIC 183984138,183984138,105,105,9.2,358.9192,-39.4382,2,2,918
TIC 139988630,139988630,105,105,9.17,327.9189,-49.6876,2,3,919
TIC 143821220,143821220,105,105,8.89,330.9748,-53.2354,2,4,920
TIC 165881403,165881403,105,105,9.19,1.6486,-47.5847,3,1,921
TIC 281710293,281710293,105,105,9.0,11.4106,-56.3233,3,2,922
TIC 229146363,229146363,105,105,9.09,27.1297,-51.3386,3,3,923
TIC 32353298,32353298,105,105,9.26,25.4614,-32.1565,3,4,924
TIC 72581108,72581108,105,105,9.1,30.7124,-28.06,4,1,925
TIC 91596721,91596721,105,105,8.97,38.6869,-38.6494,4,2,926
TIC 166764713,166764713,105,105,8.92,57.1201,-30.0778,4,3,927
TIC 65435335,65435335,105,105,9.07,41.6173,-27.8539,4,4,928
TIC 100263687,100263687,105,105,8.83,306.3563,-48.2714,1,1,929
TIC 129710682,129710682,105,105,9.12,321.9494,-36.5291,1,2,930
TIC 34643336,34643336,105,105,8.97,306.0857,-32.7001,1,3,931
TIC 61849366,61849366,105,105,8.8,289.4323,-44.0049,1,4,932
TIC 200657826,200657826,105,105,8.93,2.2155,-51.7622,2,1,933
TIC 144401859,144401859,105,105,9.21,357.8505,-42.2467,2,2,934
TIC 144194304,144194304,105,105,9.17,327.9725,-42.3734,2,3,935
TIC 231707361,231707361,105,105,8.89,337.9357,-54.584,2,4,936
TIC 102090493,102090493,105,105,9.23,18.4841,-46.4417,3,1,937
TIC 206617460,206617460,105,105,9.03,23.2524,-58.2103,3,2,938
TIC 219997008,219997008,105,105,9.1,31.7256,-48.0362,3,3,939
TIC 123290747,123290747,105,105,9.26,29.2966,-35.0251,3,4,940
TIC 146245819,146245819,105,105,9.11,34.235,-32.9971,4,1,941
TIC 146654022,146654022,105,105,8.97,42.7954,-47.9642,4,2,942
TIC 166849661,166849661,105,105,8.93,58.777,-32.0987,4,3,943
TIC 88481050,88481050,105,105,9.08,47.2077,-26.356,4,4,944
TIC 79395976,79395976,105,105,8.84,319.9317,-49.6128,1,1,945
TIC 147338055,147338055,105,105,9.12,326.1852,-45.9048,1,2,946
TIC 290239948,290239948,105,105,8.98,304.7668,-40.2254,1,3,947
TIC 129276279,129276279,105,105,8.8,303.4181,-44.6088,1,4,948
TIC 220495378,220495378,105,105,8.96,345.2432,-54.2175,2,1,949
TIC 382463316,382463316,105,105,9.22,352.9874,-44.2121,2,2,950
TIC 278773152,278773152,105,105,9.17,335.4932,-39.324,2,3,951
TIC 139995595,139995595,105,105,8.9,328.7438,-52.3845,2,4,952
TIC 369579174,369579174,105,105,9.23,0.2201,-42.132,3,1,953
TIC 234507929,234507929,105,105,9.03,12.6505,-60.4907,3,2,954
TIC 142205276,142205276,105,105,9.11,38.4801,-46.8548,3,3,955
TIC 180873120,180873120,105,105,9.29,15.983,-36.2632,3,4,956
TIC 70557761,70557761,105,105,9.13,37.7516,-27.9991,4,1,957
TIC 91641928,91641928,105,105,8.99,40.2873,-39.5963,4,2,958
TIC 168725927,168725927,105,105,8.96,62.1946,-31.8791,4,3,959
TIC 92262046,92262046,105,105,9.11,50.2641,-21.1035,4,4,960
TIC 139770421,139770421,105,105,8.84,324.1031,-50.1204,1,1,961
TIC 159732510,159732510,105,105,9.12,318.8968,-39.4689,1,2,962
TIC 299894694,299894694,105,105,9.01,296.6387,-38.72,1,3,963
TIC 166424433,166424433,105,105,8.81,298.6207,-50.9534,1,4,964
TIC 201230928,201230928,105,105,8.98,359.118,-52.573,2,1,965
TIC 206327596,206327596,105,105,9.23,354.0131,-49.6689,2,2,966
TIC 197684313,197684313,105,105,9.2,329.1298,-41.0305,2,3,967
TIC 219332944,219332944,105,105,8.91,338.6151,-57.3794,2,4,968
TIC 120580435,120580435,105,105,9.27,4.1397,-38.8304,3,1,969
TIC 234520819,234520819,105,105,9.06,15.1157,-60.267,3,2,970
TIC 160191930,160191930,105,105,9.11,27.1915,-46.8564,3,3,971
TIC 123254982,123254982,105,105,9.31,28.2425,-34.649,3,4,972
TIC 123370279,123370279,105,105,9.13,31.857,-31.1694,4,1,973
TIC 147469505,147469505,105,105,8.99,41.4844,-38.5955,4,2,974
TIC 168727443,168727443,105,105,8.96,62.3779,-34.8988,4,3,975
TIC 88524187,88524187,105,105,9.19,48.1364,-25.8943,4,4,976
TIC 139719498,139719498,105,105,8.85,322.5207,-50.1555,1,1,977
TIC 91193236,91193236,105,105,9.15,310.6719,-42.6918,1,2,978
TIC 389352124,389352124,105,105,9.05,311.0429,-39.2257,1,3,979
TIC 158402038,158402038,105,105,8.82,289.0198,-50.1962,1,4,980
TIC 469915806,469915806,105,105,8.98,350.3932,-53.1783,2,1,981
TIC 183820107,183820107,105,105,9.24,358.3961,-40.7202,2,2,982
TIC 92219075,92219075,105,105,9.21,334.792,-42.5876,2,3,983
TIC 316853965,316853965,105,105,8.91,324.5536,-57.3583,2,4,984
TIC 120491405,120491405,105,105,9.28,2.0039,-39.6123,3,1,985
TIC 281497804,281497804,105,105,9.06,6.1939,-58.0142,3,2,986
TIC 166767310,166767310,105,105,9.13,38.1294,-50.4238,3,3,987
TIC 32432302,32432302,105,105,9.33,27.2891,-34.2949,3,4,988
TIC 146282666,146282666,105,105,9.13,35.9881,-34.1103,4,1,989
TIC 146731509,146731509,105,105,9.02,45.8245,-47.6772,4,2,990
TIC 140138454,140138454,105,105,8.98,57.9154,-39.8141,4,3,991
TIC 65417535,65417535,105,105,9.2,41.1825,-26.206,4,4,992
TIC 370146757,370146757,105,105,8.85,312.8345,-57.4626,1,1,993
TIC 147350277,147350277,105,105,9.15,326.2276,-44.4829,1,2,994
TIC 389300204,389300204,105,105,9.06,303.3508,-41.7369,1,3,995
TIC 300547662,300547662,105,105,8.85,299.0544,-41.6918,1,4,996
TIC 200668769,200668769,105,105,9.01,3.1873,-53.1092,2,1,997
TIC 360148431,360148431,105,105,9.25,353.3367,-47.3016,2,2,998
TIC 147423270,147423270,105,105,9.22,327.4768,-43.9468,2,3,999
TIC 144068001,144068001,105,105,8.92,337.856,-52.0765,2,4,1000
