target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 313869987,313869987,100,100,13.08,183.9816,-68.1091,3,3,3329.0,0.36582,64.1685,DWARF,0,1.742535,219
TIC 387426198,387426198,100,100,10.84,217.2266,-65.5875,3,4,3773.0,0.556415,48.6623,DWARF,0,1.658798,220
TIC 423987361,423987361,100,100,9.61,235.8419,-63.6642,4,1,5728.0,0.932397,106.683,DWARF,0,1.861202,221
TIC 310106386,310106386,100,100,9.79,250.987,-75.5071,4,2,3622.0,0.650818,36.0027,DWARF,0,1.584919,222
TIC 384843642,384843642,100,100,12.72,263.5031,-79.479,4,3,3435.0,0.302587,46.7699,DWARF,0,1.505701,223
TIC 304437284,304437284,100,100,8.64,259.5602,-60.4583,4,4,5423.0,0.88069,59.4946,DWARF,0,1.617646,224
TIC 167930710,167930710,100,100,13.23,151.8783,-27.2866,1,1,3176.0,0.302887,52.2986,DWARF,0,1.608561,225
TIC 157754412,157754412,100,100,12.87,172.6208,-16.3533,1,2,3241.0,0.275244,39.6988,DWARF,0,1.453436,226
TIC 332829722,332829722,100,100,10.22,165.2573,-15.9591,1,3,3896.0,0.539106,36.0962,DWARF,0,1.507348,227
TIC 415643181,415643181,100,100,12.94,147.6202,-19.1443,1,4,3356.0,0.288675,46.9682,DWARF,0,1.508818,228
TIC 93772499,93772499,100,100,9.29,176.0065,-51.2644,2,1,5537.0,0.856748,80.9237,DWARF,0,1.723706,229
TIC 61420420,61420420,100,100,12.37,175.9058,-43.6784,2,2,3323.0,0.381498,49.955,DWARF,0,1.636985,230
TIC 270375457,270375457,100,100,12.84,176.7932,-28.3047,2,3,3403.0,0.308088,50.5258,DWARF,0,1.54535,231
TIC 146271266,146271266,100,100,9.36,158.0433,-42.1497,2,4,5576.0,0.817869,80.8334,DWARF,0,1.697367,232
TIC 244882910,244882910,100,100,8.18,196.8057,-52.0166,3,1,6350.0,1.25359,89.7324,DWARF,0,1.832311,233
TIC 405382512,405382512,100,100,9.96,184.1472,-57.5959,3,2,4094.0,0.764188,50.3829,DWARF,0,1.7584,234
TIC 411128851,411128851,100,100,9.91,178.3418,-67.1186,3,3,5163.0,0.783095,86.3229,DWARF,0,1.769629,235
TIC 400701350,400701350,100,100,7.32,220.1617,-65.4182,3,4,6174.83,1.28001,58.8841,DWARF,0,1.678427,236
TIC 259834345,259834345,100,100,12.12,224.1166,-68.968,4,1,3623.0,0.530935,76.5273,DWARF,0,1.874083,237
TIC 418807720,418807720,100,100,13.31,219.8918,-80.811,4,2,3206.0,0.293263,52.3928,DWARF,0,1.596515,238
TIC 295316003,295316003,100,100,12.96,271.5293,-71.6027,4,3,3456.0,0.295498,51.1991,DWARF,0,1.533109,239
TIC 381285222,381285222,100,100,11.46,255.5387,-67.5798,4,4,3280.0,0.463848,41.2314,DWARF,0,1.624751,240
TIC 423443451,423443451,100,100,10.75,157.7666,-21.6486,1,1,3319.0,0.541537,33.9556,DWARF,0,1.617256,241
TIC 461157785,461157785,100,100,13.81,165.6189,-27.7677,1,2,3094.0,0.222782,43.475,DWARF,0,1.45776,242
TIC 385229225,385229225,100,100,12.83,166.9217,-15.2097,1,3,3311.0,0.30219,45.3808,DWARF,0,1.52656,243
TIC 358930061,358930061,100,100,8.16,151.6626,-19.3112,1,4,5913.0,0.927389,58.4719,DWARF,0,1.566524,244
TIC 308007049,308007049,100,100,12.32,167.3554,-55.0984,2,1,3755.0,0.436355,68.8924,DWARF,0,1.74368,245
TIC 449353370,449353370,100,100,13.27,191.2945,-46.2612,2,2,3225.0,0.311058,54.8545,DWARF,0,1.639683,246
TIC 157257984,157257984,100,100,11.48,176.4705,-30.8532,2,3,3599.0,0.421767,42.1811,DWARF,0,1.546145,247
TIC 107010525,107010525,100,100,9.03,162.0199,-38.2115,2,4,5507.0,0.884274,73.269,DWARF,0,1.699174,248
TIC 272482203,272482203,100,100,8.23,187.8488,-56.9771,3,1,6029.0,1.24069,62.7929,DWARF,0,1.833327,249
TIC 318269941,318269941,100,100,11.36,172.9638,-62.9657,3,2,3628.0,0.560664,58.4622,DWARF,0,1.769405,250
TIC 329091144,329091144,100,100,9.86,191.4295,-71.8889,3,3,5097.0,0.804045,84.4495,DWARF,0,1.782561,251
TIC 208064783,208064783,100,100,13.14,207.755,-59.3881,3,4,3262.0,0.355106,63.6914,DWARF,0,1.728716,252
TIC 263890743,263890743,100,100,12.56,231.9256,-67.1154,4,1,3619.0,0.484356,84.1724,DWARF,0,1.882329,253
TIC 418471427,418471427,100,100,12.68,205.5341,-79.1234,4,2,3228.0,0.347615,48.3027,DWARF,0,1.618197,254
TIC 343601108,343601108,100,100,8.29,271.8673,-73.0966,4,3,5806.7,0.905575,59.2364,DWARF,0,1.571849,255
TIC 464271371,464271371,100,100,12.25,279.2915,-64.8067,4,4,3581.0,0.416202,59.5692,DWARF,0,1.688608,256
TIC 192988021,192988021,100,100,9.91,155.3155,-25.1093,1,1,4853.0,0.664837,64.4886,DWARF,0,1.62743,257
TIC 219698955,219698955,100,100,12.59,175.4326,-23.2145,1,2,3323.0,0.298971,42.0162,DWARF,0,1.469258,258
TIC 143047133,143047133,100,100,12.88,167.652,-9.3512,1,3,3313.0,0.300939,46.9548,DWARF,0,1.532957,259
TIC 284041309,284041309,100,100,12.23,152.4897,-18.7519,1,4,3556.0,0.382898,52.3649,DWARF,0,1.612166,260
TIC 308007414,308007414,100,100,12.29,167.3245,-55.0268,2,1,3769.0,0.443747,69.2253,DWARF,0,1.752271,261
TIC 135078221,135078221,100,100,10.9,184.9087,-36.5193,2,2,5561.0,0.538269,98.71695,DWARF,0,1.641999,262
TIC 57574122,57574122,100,100,12.19,173.2808,-34.7713,2,3,3578.0,0.363621,47.8164,DWARF,0,1.559298,263
TIC 49005243,49005243,100,100,11.02,164.2973,-33.3604,2,4,3890.0,0.561278,55.6132,DWARF,0,1.702356,264
TIC 241376080,241376080,100,100,13.88,204.6882,-50.8867,3,1,3316.0,0.340028,86.1243,DWARF,0,1.839029,265
TIC 303226634,303226634,100,100,13.04,163.8987,-57.8445,3,2,3294.0,0.385414,67.4423,DWARF,0,1.779855,266
TIC 334207648,334207648,100,100,9.75,192.9837,-66.6404,3,3,5242.0,0.828724,87.3155,DWARF,0,1.78682,267
TIC 193641523,193641523,100,100,10.07,222.1652,-57.5893,3,4,4488.0,0.729635,63.9262,DWARF,0,1.740211,268
TIC 263890761,263890761,100,100,11.66,231.9243,-67.1171,4,1,3928.0,0.603027,84.2464,DWARF,0,1.892674,269
TIC 401827042,401827042,100,100,9.77,217.628,-72.7592,4,2,4348.0,0.704479,49.6792,DWARF,0,1.649736,270
TIC 387063402,387063402,100,100,12.37,273.3964,-69.8798,4,3,3341.0,0.367619,47.4078,DWARF,0,1.604796,271
TIC 291319954,291319954,100,100,12.66,260.9506,-57.6989,4,4,3469.0,0.385275,62.8535,DWARF,0,1.703542,272
TIC 54044891,54044891,100,100,13.3,159.8819,-31.806,1,1,3287.0,0.31046,94.71589,DWARF,0,1.644011,273
TIC 433007264,433007264,100,100,7.55,170.458,-24.19,1,2,5951.0,0.981131,47.7136,DWARF,0,1.493454,274
TIC 143046355,143046355,100,100,13.47,167.5101,-6.0736,1,3,3203.0,0.286628,55.0149,DWARF,0,1.608637,275
TIC 284041308,284041308,100,100,12.22,152.4907,-18.7503,1,4,3551.0,0.387684,52.3178,DWARF,0,1.620956,276
TIC 410958733,410958733,100,100,10.57,160.4386,-50.9951,2,1,4499.0,0.662317,73.361,DWARF,0,1.756132,277
TIC 61643969,61643969,100,100,8.14,176.9425,-46.6021,2,2,5962.0,1.01972,64.7331,DWARF,0,1.644962,278
TIC 157257983,157257983,100,100,9.72,176.4732,-30.8525,2,3,4257.0,0.643334,42.1591,DWARF,0,1.560873,279
TIC 106402532,106402532,100,100,8.84,159.4094,-40.8882,2,4,5667.0,0.937681,75.2092,DWARF,0,1.71211,280
TIC 21168851,21168851,100,100,9.39,186.9845,-52.1836,3,1,5156.0,0.958257,82.8631,DWARF,0,1.840964,281
TIC 451452509,451452509,100,100,8.66,171.5522,-58.3864,3,2,5595.0,1.07583,77.7246,DWARF,0,1.795487,282
TIC 360899037,360899037,100,100,13.78,190.7659,-74.4606,3,3,3305.0,0.327922,78.4676,DWARF,0,1.787541,283
TIC 299964370,299964370,100,100,8.07,208.1198,-61.8273,3,4,6339.0,1.18342,80.4404,DWARF,0,1.760278,284
TIC 263500755,263500755,100,100,11.2,231.0697,-66.4113,4,1,4315.0,0.674181,90.3037,DWARF,0,1.897553,285
TIC 407126408,407126408,100,100,9.62,234.5716,-80.8032,4,2,4969.0,0.732535,65.1769,DWARF,0,1.653657,286
TIC 294884819,294884819,100,100,7.8,268.2683,-71.0118,4,3,6147.0,1.1733,67.047,DWARF,0,1.698818,287
TIC 303653327,303653327,100,100,11.52,257.4464,-59.959,4,4,3206.0,0.501936,45.3541,DWARF,0,1.705297,288
TIC 49001119,49001119,100,100,13.46,164.1277,-30.4704,1,1,3249.0,0.302384,,DWARF,0,1.653118,289
TIC 423455404,423455404,100,100,8.05,168.7737,-19.607,1,2,5567.0,0.890831,47.996,DWARF,0,1.509591,290
TIC 287077436,287077436,100,100,8.15,164.3227,-15.7349,1,3,6139.91,0.981281,66.5005,DWARF,0,1.613587,291
TIC 101251974,101251974,100,100,12.37,155.9382,-13.4296,1,4,3148.0,0.378754,45.785,DWARF,0,1.630714,292
TIC 94088626,94088626,100,100,12.88,176.5952,-52.6477,2,1,3153.0,0.38975,57.817,DWARF,0,1.757572,293
TIC 181112830,181112830,100,100,9.51,173.8538,-41.5668,2,2,5151.0,0.771446,70.1707,DWARF,0,1.676611,294
TIC 57574127,57574127,100,100,12.14,173.3133,-34.7839,2,3,3588.0,0.369016,47.969,DWARF,0,1.56209,295
TIC 53997218,53997218,100,100,9.44,159.5725,-33.9342,2,4,5405.0,0.843794,81.5506,DWARF,0,1.740473,296
TIC 406694754,406694754,100,100,11.9,198.4267,-58.1229,3,1,3699.0,0.549683,,DWARF,0,1.860225,297
TIC 324100093,324100093,100,100,12.15,176.9282,-60.4115,3,2,3797.0,0.495382,74.7565,DWARF,0,1.81988,298
TIC 392244915,392244915,100,100,9.64,174.8425,-70.8656,3,3,5341.0,0.865292,89.6964,DWARF,0,1.802325,299
TIC 292303138,292303138,100,100,9.53,218.2665,-55.9885,3,4,5451.0,0.863811,88.4623,DWARF,0,1.778837,300
TIC 38641640,38641640,100,100,12.78,226.6156,-59.5633,4,1,3666.0,0.472405,87.391,DWARF,0,1.904629,301
TIC 401827140,401827140,100,100,9.83,217.6533,-72.7277,4,2,4303.0,0.704232,49.8891,DWARF,0,1.661432,302
TIC 343998253,343998253,100,100,13.01,277.3942,-73.8981,4,3,3424.0,0.364822,67.1128,DWARF,0,1.726162,303
TIC 291319960,291319960,100,100,12.65,260.9524,-57.6968,4,4,3465.0,0.387663,62.7218,DWARF,0,1.706909,304
TIC 167977443,167977443,100,100,12.61,151.9973,-27.7452,1,1,3352.0,0.378896,55.5052,DWARF,0,1.67904,305
TIC 334849986,334849986,100,100,12.78,171.3162,-17.5538,1,2,3263.0,0.301483,43.4544,DWARF,0,1.514526,306
TIC 422277892,422277892,100,100,9.31,163.3156,-15.3195,1,3,4895.0,0.757872,56.6162,DWARF,0,1.621192,307
TIC 36947286,36947286,100,100,12.65,156.9287,-11.6837,1,4,3290.0,0.363959,80.63327,DWARF,0,1.652105,308
TIC 82580408,82580408,100,100,9.33,169.5848,-53.8685,2,1,6289.0,0.88564,104.374,DWARF,0,1.760514,309
TIC 72866091,72866091,100,100,9.88,188.9971,-44.9499,2,2,5219.0,0.720196,79.9084,DWARF,0,1.690901,310
TIC 270264416,270264416,100,100,7.06,175.3419,-26.6669,2,3,6313.17,1.19152,50.4063,DWARF,0,1.564203,311
TIC 102840237,102840237,100,100,11.41,155.8711,-43.8334,2,4,3766.0,0.53777,59.3321,DWARF,0,1.743193,312
TIC 412441328,412441328,100,100,9.63,192.8079,-57.235,3,1,5126.0,0.927261,88.3297,DWARF,0,1.860404,313
TIC 324100081,324100081,100,100,12.15,176.9268,-60.4105,3,2,3628.0,0.496673,72.365,DWARF,0,1.822141,314
TIC 343709282,343709282,100,100,9.95,206.7857,-70.352,3,3,5156.0,0.814148,90.8357,DWARF,0,1.811407,315
TIC 241794708,241794708,100,100,12.57,209.4686,-52.6908,3,4,3436.0,0.429684,69.8472,DWARF,0,1.780298,316
TIC 426706884,426706884,100,100,10.24,235.8427,-68.4131,4,1,5405.0,0.884444,121.963,DWARF,0,1.941341,317
TIC 396539814,396539814,100,100,12.77,213.9244,-77.7132,4,2,3318.0,0.37325,58.2539,DWARF,0,1.698,318
TIC 423238651,423238651,100,100,10.97,297.1446,-76.0967,4,3,3919.0,0.587523,59.3227,DWARF,0,1.73205,319
TIC 411924045,411924045,100,100,9.23,271.1969,-62.7711,4,4,5286.0,0.920661,77.4625,DWARF,0,1.774199,320
TIC 413300548,413300548,100,100,12.87,160.21,-22.4246,1,1,3374.0,0.359916,60.9684,DWARF,0,1.686402,321
TIC 157792026,157792026,100,100,13.23,173.6032,-17.8768,1,2,3251.0,0.275388,48.2001,DWARF,0,1.52589,322
TIC 308080435,308080435,100,100,12.48,167.9905,-13.8636,1,3,3259.0,0.384921,58.3329964,DWARF,0,1.666743,323
TIC 101417914,101417914,100,100,11.39,148.8996,-18.5239,1,4,3632.0,0.504979,52.9844,DWARF,0,1.684547,324
TIC 300387930,300387930,100,100,9.39,170.7735,-49.9133,2,1,5560.0,0.881811,87.8971,DWARF,0,1.768751,325
TIC 73710112,73710112,100,100,8.97,192.0659,-42.8735,2,2,5754.0,0.897468,78.3469,DWARF,0,1.700038,326
TIC 452710252,452710252,100,100,13.3,172.1363,-29.41,2,3,3199.0,0.293465,52.0275,DWARF,0,1.595113,327
TIC 54147302,54147302,100,100,11.59,160.5343,-33.3586,2,4,3890.0,0.520426,64.3436,DWARF,0,1.750718,328
TIC 272479918,272479918,100,100,9.24,187.9993,-56.5088,3,1,6070.0,1.03918,108.152,DWARF,0,1.881382,329
TIC 411505379,411505379,100,100,9.55,183.4313,-57.5815,3,2,5711.0,0.919041,100.649,DWARF,0,1.83667,330
TIC 411478164,411478164,100,100,11.23,179.7465,-71.0384,3,3,3924.0,0.610276,71.1982,DWARF,0,1.817053,331
TIC 449471651,449471651,100,100,13.46,200.1622,-62.3837,3,4,3420.0,0.356091,78.3082,DWARF,0,1.795122,332
TIC 259726904,259726904,100,100,11.97,224.158,-66.3952,4,1,3382.0,0.608082,79.9978,DWARF,0,1.961924,333
TIC 396539808,396539808,100,100,12.7,213.922,-77.7187,4,2,3279.0,0.386549,57.7819,DWARF,0,1.714409,334
TIC 467935503,467935503,100,100,8.09,282.6304,-72.9047,4,3,6105.0,1.15421,74.4629,DWARF,0,1.74257,335
TIC 447734814,447734814,100,100,7.57,255.1918,-64.5502,4,4,6152.18,1.36275,69.0835,DWARF,0,1.782832,336
TIC 53694359,53694359,100,100,8.78,157.9557,-32.9145,1,1,5748.0,0.928202,74.3083,DWARF,0,1.691285,337
TIC 461156657,461156657,100,100,12.91,165.6654,-25.1199,1,2,3298.0,0.297215,46.2928,DWARF,0,1.528141,338
TIC 422278180,422278180,100,100,7.63,163.2452,-16.3837,1,3,5362.0,1.21639,50.542,DWARF,0,1.696146,339
TIC 33355574,33355574,100,100,13.37,150.229,-10.3884,1,4,3353.0,0.322457,64.4539,DWARF,0,1.690944,340
TIC 272883371,272883371,100,100,9.49,161.8219,-50.0372,2,1,5456.0,0.866055,87.5894,DWARF,0,1.773091,341
TIC 461190022,461190022,100,100,12.05,181.1944,-40.2261,2,2,3935.0,0.441782,69.4776,DWARF,0,1.700416,342
TIC 107145096,107145096,100,100,12.94,183.5505,-35.4091,2,3,3362.0,0.31985,51.987,DWARF,0,1.597893,343
TIC 448472110,448472110,100,100,11.91,165.8659,-32.7557,2,4,3553.0,0.495803,62.1801,DWARF,0,1.772618,344
TIC 21110028,21110028,100,100,10.81,186.862,-50.8738,3,1,4572.0,0.734942,94.1874,DWARF,0,1.894506,345
TIC 467779120,467779120,100,100,10.45,169.2811,-63.3039,3,2,4945.0,0.749571,96.8172,DWARF,0,1.839626,346
TIC 392244914,392244914,100,100,10.4,174.8427,-70.8665,3,3,4824.0,0.739398,88.7402,DWARF,0,1.817757,347
TIC 263640354,263640354,100,100,7.38,216.7499,-57.289,3,4,6262.06,1.45178,70.1397,DWARF,0,1.799802,348
TIC 300441785,300441785,100,100,8.89,244.8662,-64.8429,4,1,5768.0,1.23694,103.281,DWARF,0,1.962697,349
TIC 446788152,446788152,100,100,9.31,218.2742,-70.2021,4,2,5241.0,0.844155,72.4683,DWARF,0,1.714844,350
TIC 311697816,311697816,100,100,10.26,261.4479,-75.3977,4,3,4812.0,0.712683,79.4941,DWARF,0,1.757793,351
TIC 303708203,303708203,100,100,13.83,257.5656,-63.3836,4,4,3452.0,0.335168,89.3112,DWARF,0,1.816525,352
TIC 193019874,193019874,100,100,12.2,155.4053,-25.6499,1,1,3447.0,0.425138,55.8914,DWARF,0,1.69706,353
TIC 32658363,32658363,100,100,13.67,176.2736,-24.9662,1,2,3137.0,0.261011,51.9942,DWARF,0,1.567318,354
TIC 422277889,422277889,100,100,10.12,163.3233,-15.3137,1,3,4315.0,0.692982,56.5003,DWARF,0,1.705444,355
TIC 101363142,101363142,100,100,13.37,148.3469,-22.4975,1,4,3280.0,0.327711,63.2037,DWARF,0,1.704982,356
TIC 459743402,459743402,100,100,9.86,163.3685,-55.017,2,1,5014.0,0.799906,81.0019,DWARF,0,1.778078,357
TIC 21949406,21949406,100,100,8.42,181.9708,-42.3392,2,2,5715.0,1.0209,68.5679,DWARF,0,1.701966,358
TIC 57452294,57452294,100,100,10.22,172.3918,-31.5588,2,3,3909.0,0.620017,,DWARF,0,1.628807,359
TIC 49066805,49066805,100,100,11.67,164.681,-35.3405,2,4,3798.0,0.542293,,DWARF,0,1.802468,360
TIC 404144841,404144841,100,100,13.33,195.1442,-51.2183,3,1,3090.0,0.414458,75.9967,DWARF,0,1.900961,361
TIC 390078623,390078623,100,100,9.09,183.5305,-58.3557,3,2,6127.0,1.02883,103.235,DWARF,0,1.842687,362
TIC 411478119,411478119,100,100,11.62,179.7237,-71.0334,3,3,3758.0,0.566592,71.3917,DWARF,0,1.830541,363
TIC 388483679,388483679,100,100,13.29,217.481,-60.7811,3,4,3386.0,0.372603,75.7454,DWARF,0,1.800493,364
TIC 360453362,360453362,100,100,10.61,240.6155,-69.5253,4,1,5835.0,0.86493,161.24,DWARF,0,1.995962,365
TIC 401490184,401490184,100,100,12.88,215.0149,-73.7554,4,2,3213.0,0.389282,61.2034,DWARF,0,1.756529,366
TIC 276967501,276967501,100,100,11.77,277.2889,-80.4461,4,3,3379.0,0.535586,59.8573,DWARF,0,1.811658,367
TIC 303979490,303979490,100,100,8.0,258.376,-60.5112,4,4,6312.96,1.33842,88.5408,DWARF,0,1.853185,368
TIC 188241769,188241769,100,100,8.02,162.885,-26.8975,1,1,6395.0,1.14608,77.799,DWARF,0,1.72243,369
TIC 20446899,20446899,100,100,10.41,168.4272,-26.474,1,2,3778.0,0.566684,40.6586,DWARF,0,1.588682,370
TIC 148611095,148611095,100,100,12.08,165.2129,-7.2686,1,3,3452.0,0.441394,57.6139,DWARF,0,1.705653,371
TIC 308818579,308818579,100,100,11.85,151.7105,-17.1183,1,4,3616.0,0.469485,58.0079,DWARF,0,1.713243,372
TIC 146312914,146312914,100,100,8.16,158.2831,-46.3139,2,1,6405.0,1.21505,87.5725,DWARF,0,1.801188,373
TIC 397359416,397359416,100,100,10.03,175.1515,-42.5171,2,2,4551.0,0.705183,62.5926,DWARF,0,1.702604,374
TIC 398244124,398244124,100,100,13.75,173.0176,-29.6611,2,3,3197.0,0.277795,59.288,DWARF,0,1.637449,375
TIC 151825527,151825527,100,100,11.67,167.9912,-39.3283,2,4,3659.0,0.544068,66.9071,DWARF,0,1.805306,376
TIC 164582869,164582869,100,100,9.49,191.8083,-52.4417,3,1,6087.0,1.0058,119.634,DWARF,0,1.903023,377
TIC 382393917,382393917,100,100,12.38,183.2373,-63.3337,3,2,3274.0,0.490486,,DWARF,0,1.857253,378
TIC 448445953,448445953,100,100,13.02,210.5493,-68.1582,3,3,3025.0,0.414453,,DWARF,0,1.838951,379
TIC 327330233,327330233,100,100,7.79,210.729,-60.3456,3,4,6332.0,1.33391,79.7533,DWARF,0,1.808253,380
TIC 1131062268,1131062268,100,100,11.01,229.134,-58.9233,4,1,4010.0,0.807528,81.7812,DWARF,0,2.016315,381
TIC 360057586,360057586,100,100,10.16,217.1794,-70.9998,4,2,4592.0,0.743862,71.4042,DWARF,0,1.774985,382
TIC 304339227,304339227,100,100,8.66,275.9426,-68.345,4,3,6012.0,1.12577,92.0015,DWARF,0,1.834899,383
TIC 307231874,307231874,100,100,10.74,267.6042,-60.9645,4,4,4339.0,0.73124,80.4353,DWARF,0,1.87612,384
TIC 179301898,179301898,100,100,8.1,159.8712,-20.8494,1,1,6079.0,1.12521,72.5661,DWARF,0,1.722467,385
TIC 415714808,415714808,100,100,11.0,164.1996,-23.2915,1,2,3505.0,0.505575,54.16578,DWARF,0,1.607571,386
TIC 35009898,35009898,100,100,12.23,164.7248,-5.5483,1,3,3424.0,0.427953,57.7553,DWARF,0,1.708792,387
TIC 1522960,1522960,100,100,11.32,149.4043,-12.4968,1,4,3842.0,0.531566,56.2988,DWARF,0,1.715114,388
TIC 397365827,397365827,100,100,9.69,175.2976,-47.0952,2,1,5197.0,0.872767,87.9936,DWARF,0,1.819797,389
TIC 135097399,135097399,100,100,9.36,185.2326,-38.3119,2,2,5094.0,0.82859,68.7659,DWARF,0,1.708679,390
TIC 57452297,57452297,100,100,10.37,172.3925,-31.5579,2,3,3968.0,0.627862,46.4232,DWARF,0,1.669728,391
TIC 105884066,105884066,100,100,12.1,157.0341,-38.5678,2,4,5277.0,0.494874,285.245,DWARF,0,1.808989,392
TIC 287662581,287662581,100,100,11.19,184.7405,-54.695,3,1,4666.0,0.685404,107.543,DWARF,0,1.909893,393
TIC 281650466,281650466,100,100,10.66,170.5002,-60.4041,3,2,4297.0,0.735673,76.2224,DWARF,0,1.86537,394
TIC 1012535693,1012535693,100,100,10.35,208.0179,-67.5411,3,3,5135.0,0.769616,100.063,DWARF,0,1.842548,395
TIC 313675203,313675203,100,100,9.46,202.1676,-61.8348,3,4,5354.0,0.913016,87.7559,DWARF,0,1.812957,396
TIC 456488426,456488426,100,100,12.18,231.6692,-61.1825,4,1,3452.0,0.663032,99.5978,DWARF,0,2.079069,397
TIC 324757915,324757915,100,100,10.39,245.8011,-77.7446,4,2,5361.0,0.713405,102.426,DWARF,0,1.784672,398
TIC 398401104,398401104,100,100,12.84,284.6117,-77.982,4,3,3461.0,0.430165,75.336,DWARF,0,1.83527,399
TIC 303391900,303391900,100,100,13.06,256.7958,-61.9646,4,4,3452.0,0.437999,85.0317,DWARF,0,1.894946,400
TIC 53998583,53998583,100,100,10.29,159.6568,-31.7545,1,1,4039.0,0.679848,50.388,DWARF,0,1.722824,401
TIC 168404015,168404015,100,100,11.73,166.592,-28.3577,1,2,3443.0,0.430192,45.5237,DWARF,0,1.613325,402
TIC 391843463,391843463,100,100,8.8,160.4466,-14.7247,1,3,5459.0,0.953381,69.9758,DWARF,0,1.718533,403
TIC 289668400,289668400,100,100,9.54,145.986,-12.5304,1,4,4574.0,0.805281,57.6909,DWARF,0,1.719895,404
TIC 410958734,410958734,100,100,11.31,160.435,-50.9949,2,1,4050.0,0.616911,73.4953,DWARF,0,1.842445,405
TIC 135097390,135097390,100,100,7.64,185.2893,-38.3029,2,2,6244.83,1.25763,68.3406,DWARF,0,1.727106,406
TIC 157217094,157217094,100,100,8.57,175.9568,-35.248,2,3,5934.0,1.01128,77.7476,DWARF,0,1.723743,407
TIC 158151232,158151232,100,100,11.84,162.0827,-38.1744,2,4,3841.0,0.527311,72.5955,DWARF,0,1.812134,408
TIC 262248639,262248639,100,100,9.38,199.5852,-54.3591,3,1,5794.0,1.0419,106.191,DWARF,0,1.911652,409
TIC 321002807,321002807,100,100,11.98,175.3305,-63.8213,3,2,3722.0,0.549438,78.9815,DWARF,0,1.875837,410
TIC 411128821,411128821,100,100,10.75,178.3643,-67.1235,3,3,4533.0,0.70334,86.2152,DWARF,0,1.844331,411
TIC 449557403,449557403,100,100,8.5,200.3636,-63.2277,3,4,6368.0,1.19529,99.9857,DWARF,0,1.854947,412
TIC 426882871,426882871,100,100,12.03,236.7657,-69.7378,4,1,5407.0,0.686909,213.873,DWARF,0,2.079798,413
TIC 396221451,396221451,100,100,11.71,211.6682,-73.2434,4,2,3464.0,0.529856,60.8606,DWARF,0,1.790316,414
TIC 295593712,295593712,100,100,10.08,273.8467,-68.5952,4,3,5343.0,0.817661,101.606,DWARF,0,1.841147,415
TIC 380783252,380783252,100,100,9.78,269.7145,-60.9233,4,4,5188.0,0.943786,98.8783,DWARF,0,1.905747,416
TIC 53958105,53958105,100,100,8.04,159.3623,-29.9849,1,1,6182.1,1.15932,74.9707,DWARF,0,1.736407,417
TIC 14681209,14681209,100,100,13.85,174.431,-26.4448,1,2,3108.0,0.265031,56.8623,DWARF,0,1.616593,418
TIC 56662591,56662591,100,100,9.46,158.578,-9.1626,1,3,5220.0,0.829943,75.7444,DWARF,0,1.730097,419
TIC 33301586,33301586,100,100,12.56,149.7247,-11.2472,1,4,3392.0,0.409356,60.654,DWARF,0,1.736202,420
TIC 93470550,93470550,100,100,13.83,175.3024,-48.7718,2,1,3342.0,0.34639,86.9041,DWARF,0,1.845131,421
TIC 22856975,22856975,100,100,10.04,186.1085,-44.0676,2,2,4899.0,0.726237,76.2115,DWARF,0,1.730157,422
TIC 141939885,141939885,100,100,9.28,177.9203,-33.1938,2,3,5486.0,0.863402,79.787,DWARF,0,1.728426,423
TIC 151738776,151738776,100,100,10.21,167.3988,-38.1572,2,4,4909.0,0.769389,87.7808,DWARF,0,1.814292,424
TIC 411885590,411885590,100,100,8.11,189.8379,-55.6542,3,1,6346.0,1.40498,97.2107,DWARF,0,1.91734,425
TIC 379329149,379329149,100,100,9.41,181.0594,-64.3143,3,2,5955.0,0.99946,107.817,DWARF,0,1.881531,426
TIC 341776926,341776926,100,100,8.2,203.4454,-68.5191,3,3,6239.0,1.27217,91.2015,DWARF,0,1.84909,427
TIC 401626459,401626459,100,100,9.1,220.159,-60.0271,3,4,5132.0,1.07863,80.6692,DWARF,0,1.885745,428
TIC 296375776,296375776,100,100,9.62,223.6127,-65.343,4,1,5736.0,1.19761,133.798,DWARF,0,2.080631,429
TIC 418740319,418740319,100,100,10.29,212.7056,-79.6317,4,2,4717.0,0.740782,80.0958,DWARF,0,1.797381,430
TIC 352140701,352140701,100,100,10.37,287.2375,-74.7461,4,3,4864.0,0.770436,92.7793,DWARF,0,1.847473,431
TIC 304845449,304845449,100,100,8.58,260.8525,-64.2828,4,4,6426.0,1.25606,109.073,DWARF,0,1.914021,432
TIC 168140976,168140976,100,100,12.98,152.9979,-28.8256,1,1,3443.0,0.372182,67.7836,DWARF,0,1.737511,433
TIC 20325758,20325758,100,100,12.58,167.5638,-24.1954,1,2,3190.0,0.35701,46.755,DWARF,0,1.621361,434
TIC 391843469,391843469,100,100,8.55,160.4506,-14.7085,1,3,5598.0,1.03702,71.2674,DWARF,0,1.741574,435
